dblpAuthorName,dblpOrcid,VisibleOrcid,orcidWithData,doi,matchStepName,predictedAuthorFamilyName,predictedAuthorGivenName,predictedOrcid
Hassan Haes Alhelou,0000-0001-8176-1589,true,false,10.1049/cds2.12137,fullName,Haes Alhelou,Hassan,0000-0002-7427-2848
Hassan Haes Alhelou,0000-0001-8176-1589,true,false,10.1109/access.2021.3052144,fullName,Haes Alhelou,Hassan,0000-0002-7427-2848
Guolong Shi,0000-0001-8209-4570,false,false,10.1109/access.2019.2923661,fullName,Shi,Guolong,0000-0003-3231-9983
Guolong Shi,0000-0001-8209-4570,false,false,10.1109/tim.2020.3023508,fullName,Shi,Guolong,0000-0003-3231-9983
Vennila Ganesan,0000-0001-8251-0271,true,false,10.1155/2017/7821487,fullName,Ganesan,vennila,0000-0002-9430-4739
Vennila Ganesan,0000-0001-8251-0271,true,false,10.1002/nem.1995,fullName,Ganesan,vennila,0000-0002-9430-4739
Maddala Vijayalakshmi,0000-0001-8260-8041,true,false,10.1007/s11277-023-10401-8,orderedTokens,M,VijayaLakshmi,0000-0001-6484-1632
Naphong Wannapiroon,0000-0001-8326-3401,true,false,10.1007/s10639-021-10849-w,fullName,Wannapiroon,Naphong,0000-0003-1434-9484
Olga Luchaninova,0000-0001-8336-9273,false,false,10.1007/978-3-030-93907-6_71,Jaro-Winkler OrderedToken,Luchaninova,Olha,0009-0005-2205-547X
Jalal Kazempour,0000-0001-8377-0112,true,false,10.1109/tsg.2020.3030319,fullName,Kazempour,Jalal,0000-0002-5050-6611
Jalal Kazempour,0000-0001-8377-0112,true,false,10.1109/tcns.2021.3112764,fullName,Kazempour,Jalal,0000-0002-5050-6611
Chen Zhang,0000-0001-8458-6499,false,false,10.1109/tcad.2017.2785257,fullName,Zhang,Chen,0000-0003-2762-2726
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/tase.2018.2857206,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/tase.2019.2892480,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/tase.2021.3077537,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/access.2017.2773645,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/lra.2019.2899224,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/access.2016.2614325,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/tase.2017.2741965,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1016/j.jpdc.2018.09.010,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/jiot.2020.3024223,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1016/j.jvlc.2018.04.001,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1016/j.ins.2018.12.027,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/access.2020.3011211,fullName,Yuan,Haitao,0000-0002-1510-9127
Haitao Yuan,0000-0001-8475-419X,true,false,10.1109/access.2020.2985527,fullName,Yuan,Haitao,0000-0002-1510-9127
